"PersonalID","FirstName","MiddleName","LastName","NameSuffix","NameDataQuality","SSN","SSNDataQuality","DOB","DOBDataQuality","AmIndAKNative","Asian","BlackAfAmerican","NativeHIOtherPacific","White","RaceNone","Ethnicity","Gender","VeteranStatus","YearEnteredService","YearSeparated","WorldWarII","KoreanWar","VietnamWar","DesertStorm","AfghanistanOEF","IraqOIF","IraqOND","OtherTheater","MilitaryBranch","DischargeStatus","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"62012","Pond","","Acute","",1,"000122282",1,2000-12-21,1,1,0,1,0,0,,1,0,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-07-21 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62013","Hammer","","Stitch","",1,"000123785",1,1988-07-27,1,0,0,0,0,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-08-02 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62014","Cylinder","","Purple","",1,"000124118",1,1982-01-17,1,0,0,1,0,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2017-11-30 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62015","Float","","Chicago","",1,"000124574",1,1967-07-11,1,1,0,0,0,0,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-12-20 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62016","Twinkle","","Jupiter","",1,"000125269",1,1981-09-16,1,0,0,1,1,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2017-10-31 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62017","Lotus","","Focus","",1,"000125540",1,1944-04-07,1,0,0,0,0,1,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-04-04 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62019","Nevada","","Bewitched","",1,"000128464",1,1997-01-30,1,0,1,0,0,0,,9,3,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-11-14 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62020","Jail","","Lion","",1,"000129384",1,2012-12-15,1,0,0,1,1,0,,0,1,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-09-28 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62021","Street","","Palatial","",1,"000129895",1,1976-04-25,1,1,0,0,0,0,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-10-30 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62022","Promenade","","Drab","",1,"000130265",1,2003-01-21,1,0,0,0,0,1,,0,1,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2017-12-15 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62023","Orange","","Hyacinth","",1,"000130931",1,1958-09-23,1,0,0,1,0,1,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-08-28 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62024","Ancient","","Sleepy","",1,"000131413",1,1975-12-14,1,0,0,0,1,0,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-12-22 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62025","Flair","","Sleepy","",1,"000131414",1,2001-06-01,1,0,0,0,0,1,,0,2,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2015-11-21 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62026","Throat","","Sleepy","",1,"000131415",1,2010-03-17,1,0,1,0,0,1,,0,1,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2015-11-21 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62027","Peapod","","Sleepy","",1,"000131417",1,2007-01-28,1,0,0,1,0,1,,0,1,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2015-11-21 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62028","Bait","","Sleepy","",1,"000131418",1,2002-10-14,1,0,1,0,0,0,,0,1,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2015-11-21 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62029","Bubble","","Sleepy","",1,"000131419",1,2004-02-02,1,0,0,0,0,1,,0,0,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2015-11-21 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62030","Flattery","","Estuary","",1,"000013199",1,1965-07-22,1,0,0,1,0,0,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2017-11-14 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62031","Summer","","Extinguish","",1,"000132987",1,1969-01-26,1,0,0,1,0,0,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-01-11 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62032","Gentle","","Trout","",1,"000133160",1,1960-05-24,1,0,0,0,1,1,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-04-25 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62033","Wiggle","","Bear","",1,"000135275",1,1997-07-14,1,0,0,0,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2016-09-17 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62034","Hawaii","","Toothbrush","",1,"000136418",1,1955-08-21,8,0,1,0,0,0,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-02-02 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62035","Dictionary","","Caution","",1,"000137579",1,1967-11-01,1,0,1,0,1,0,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-10-16 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62036","Telephone","","Swerve","",1,"000138019",1,1986-11-01,1,0,1,0,0,0,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-01-19 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62037","Dumpling","","Cavity","",1,"000013943",1,1969-12-05,1,0,1,0,0,0,,1,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-10-12 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62038","Bookcase","","Crow","",1,"000139445",1,1950-03-15,1,0,0,1,1,1,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-12-29 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62039","Fossil","","South Dakota","",1,"000140039",1,1995-05-14,1,0,0,1,0,0,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2017-12-23 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62040","Artichoke","","Mississippi","",1,"000140278",1,1961-01-04,1,0,1,0,1,1,,1,1,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-05-09 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62041","Azalea","","Game","",1,"000140995",1,1962-12-27,1,0,0,0,0,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-04-18 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62042","Grace","","Dover","",1,"000014195",1,1963-10-18,1,0,0,1,0,0,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-04-06 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62043","Original","","Steep","",1,"000142370",1,1973-01-01,1,1,0,1,0,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-11-20 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62044","Book","","Revolve","",1,"000145484",1,1981-11-20,1,0,0,1,0,1,,0,1,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-07-27 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62045","Butter","","Fireplace","",1,"000146899",1,2000-02-10,1,0,1,0,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-08-08 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62046","Dunk","","Peace","",1,"000147213",1,1959-12-05,1,0,0,1,0,0,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-09-13 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62047","Atlas","","Heat","",1,"000147818",1,1982-04-04,1,0,0,0,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-12-20 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62048","Untuck","","Chili","",1,"000148901",1,1980-06-29,1,0,0,1,0,1,,9,1,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-02-08 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62049","Blossom","","Design","",1,"000149895",1,1980-05-06,1,0,0,1,0,0,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-01-18 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62050","Dental","","Banana","",1,"000152157",1,1996-02-05,1,1,0,0,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-02-08 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62051","Spot","","Canvas","",1,"000152483",1,1964-12-06,1,0,0,0,0,1,,0,3,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-02-27 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62052","Perfume","","Prometheus","",1,"000154529",1,1986-03-21,1,0,1,0,0,0,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-09-29 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62053","Locket","","Rhubarb","",1,"000155540",1,1955-11-27,1,0,0,0,0,1,,0,1,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-11-18 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62054","Olympic","","Light","",1,"000156281",1,1976-01-30,1,0,0,1,1,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-06-02 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62055","Columbia","","Washington","",1,"000159662",1,1956-11-09,1,0,0,1,0,0,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-11-07 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
"62056","Fight","","Ubiquitous","",1,"000159927",1,1960-04-08,1,0,0,0,0,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-10-30 00:00:00,"0",,"F0565376BCAA44529FB72BC3A948EAD8"
