"PersonalID","FirstName","MiddleName","LastName","NameSuffix","NameDataQuality","SSN","SSNDataQuality","DOB","DOBDataQuality","AmIndAKNative","Asian","BlackAfAmerican","NativeHIOtherPacific","White","RaceNone","Ethnicity","Gender","VeteranStatus","YearEnteredService","YearSeparated","WorldWarII","KoreanWar","VietnamWar","DesertStorm","AfghanistanOEF","IraqOIF","IraqOND","OtherTheater","MilitaryBranch","DischargeStatus","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"61961","Travel","","Stroll","",1,"000104837",1,1901-01-01,1,0,0,0,1,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-01-25 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61963","Mosquito","","Molasses","",1,"000105128",1,1994-09-18,1,0,0,0,0,1,,0,2,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-07-26 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61964","Magnetic","","Vigilant","",1,"000105131",1,1975-02-28,1,1,0,0,0,0,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-01-02 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61965","Vivacious","","Temper","",1,"000105677",1,1971-07-18,1,0,0,1,0,1,,1,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-10-26 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61966","Obvious","","Lark","",1,"000105729",1,1993-05-12,1,0,0,1,0,0,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2016-03-24 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61967","Drone","","Lark","",1,"000105730",1,2011-02-09,1,0,0,1,0,1,,0,0,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2016-03-24 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61968","Quibble","","Bass","",1,"000105937",1,1965-03-28,1,0,1,0,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-09-14 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61969","Yodel","","Bass","",1,"000105938",1,2004-06-08,1,0,0,1,0,1,,0,1,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2017-11-21 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61970","Appliance","","Pigeon","",1,"000106209",1,1997-02-19,1,0,0,1,1,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-03-08 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61971","Hazy","","Linen","",1,"000106725",1,1987-09-18,1,0,0,1,0,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-12-13 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61972","Puzzle","","Corncob","",1,"000106985",1,1981-02-11,1,0,0,0,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-09-28 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61973","Goblet","","Scoop","",1,"000107495",1,1964-12-10,1,1,0,0,0,0,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-01-19 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61974","Latitude","","Sweet","",1,"000107704",1,1974-03-30,1,0,1,0,0,0,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-05-11 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61975","Cilantro","","Observation","",1,"000107983",1,1959-07-27,1,0,0,1,0,0,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-12-21 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61976","Sour","","Ruby","",1,"000108207",1,1979-05-15,1,1,0,1,0,0,,1,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2017-07-26 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61977","Crunch","","Joke","",1,"000109515",1,1952-12-19,1,0,0,1,0,1,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2017-07-14 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61978","Storm","","Itchy","",1,"000110399",1,1974-06-19,1,0,0,1,0,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-01-24 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61979","Watch","","Parsley","",1,"000110449",1,1956-01-18,1,0,0,1,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-12-14 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61980","Mayonnaise","","Fondue","",1,"000110459",1,2004-05-12,1,0,0,1,0,1,,0,0,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-07-05 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61981","Minnesota","","Shoe","",1,"000110521",1,1977-12-31,1,1,0,0,0,0,,0,3,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-11-22 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61982","Volcano","","Blend","",1,"000110641",1,1990-11-24,1,1,0,0,0,0,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-01-27 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61983","Experience","","Silicon","",1,"000111302",1,1961-08-23,1,0,0,1,0,0,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-11-21 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61984","Emerald","","Pansy","",1,"000111365",1,1974-07-13,1,1,0,0,1,1,,1,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-01-30 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61985","Meal","","Candle","",1,"000111838",1,1999-11-09,1,1,0,1,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-05-02 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61986","Veil","","Marigold","",1,"000112016",1,1959-11-25,1,0,0,1,0,0,,0,3,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-02-08 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61987","Rabbit","","Nashville","",1,"000112205",1,1999-03-10,1,0,0,1,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-07-10 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61988","Punctuate","","Magenta","",1,"000112345",1,1996-04-16,1,0,0,0,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-01-18 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61989","Freezer","","Salad","",1,"000011303",1,1959-06-28,1,0,0,0,0,1,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-01-09 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61990","Cable","","Brief","",1,"000113417",1,1964-09-11,1,0,0,0,0,1,,0,3,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-07-27 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61992","Sparrow","","California","",1,"000113487",1,1983-01-08,1,1,0,0,0,0,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-01-22 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61993","Cartwheel","","Silence","",1,"000113534",1,1972-08-27,1,1,0,0,0,0,,0,1,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-01-26 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61994","Nest","","New Hampshire","",1,"000113537",1,2000-09-22,1,0,0,1,0,1,,0,1,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2017-11-02 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61996","Airplane","","Concentrate","",1,"000113849",1,1965-12-09,1,0,0,1,0,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-08-30 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61997","Gravity","","Twine","",1,"000114208",1,1986-02-22,1,0,0,1,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-01-19 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61998","Style","","Bundle","",1,"000114523",1,1972-05-03,1,0,0,1,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-11-01 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"61999","Chin","","Printer","",1,"000115115",1,1986-08-30,1,1,0,0,0,0,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-06-17 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62000","Grain","","Pickle","",1,"000115217",1,1988-08-20,1,1,0,0,0,0,,1,1,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2017-12-12 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62001","Circumference","","Strontium","",1,"000116153",1,1954-03-17,1,1,0,1,0,0,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-09-28 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62002","Elated","","Speaker","",1,"000116627",1,1964-09-25,1,1,0,0,0,0,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-11-09 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62003","Lavender","","Garment","",1,"000117689",1,1980-04-29,1,1,0,0,0,0,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-04-24 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62004","Saunter","","Frank","",1,"000117741",1,1988-06-08,1,0,0,1,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-01-24 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62005","Regular","","Canister","",1,"000118766",1,1964-11-22,1,0,0,1,0,1,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-02-12 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62006","Nutmeg","","Possible","",1,"000119808",1,1954-09-24,1,1,0,0,0,1,,0,4,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-08-07 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62007","Tepid","","Question","",1,"000120791",1,1982-09-24,1,0,0,0,0,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-09-28 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62008","Chromium","","Hector","",1,"000121425",1,1964-06-18,1,0,0,1,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-01-23 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62009","Magazine","","Oryx","",1,"000121476",1,1959-11-07,1,0,0,0,0,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2017-11-21 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62010","Tent","","Maryland","",1,"000122087",1,1953-07-28,1,0,0,1,1,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-01-08 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62011","Wave","","Acute","",1,"000122276",1,1974-09-04,1,1,0,0,0,0,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-10-02 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62012","Pond","","Acute","",1,"000122282",1,2000-12-21,1,1,0,1,0,0,,1,0,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-07-21 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62013","Hammer","","Stitch","",1,"000123785",1,1988-07-27,1,0,0,0,0,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-08-02 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62014","Cylinder","","Purple","",1,"000124118",1,1982-01-17,1,0,0,1,0,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2017-11-30 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62015","Float","","Chicago","",1,"000124574",1,1967-07-11,1,1,0,0,0,0,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-12-20 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62016","Twinkle","","Jupiter","",1,"000125269",1,1981-09-16,1,0,0,1,1,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2017-10-31 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62017","Lotus","","Focus","",1,"000125540",1,1944-04-07,1,0,0,0,0,1,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-04-04 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62019","Nevada","","Bewitched","",1,"000128464",1,1997-01-30,1,0,1,0,0,0,,9,3,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-11-14 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62020","Jail","","Lion","",1,"000129384",1,2012-12-15,1,0,0,1,1,0,,0,1,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-09-28 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62021","Street","","Palatial","",1,"000129895",1,1976-04-25,1,1,0,0,0,0,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-10-30 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62022","Promenade","","Drab","",1,"000130265",1,2003-01-21,1,0,0,0,0,1,,0,1,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2017-12-15 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62023","Orange","","Hyacinth","",1,"000130931",1,1958-09-23,1,0,0,1,0,1,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-08-28 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62024","Ancient","","Sleepy","",1,"000131413",1,1975-12-14,1,0,0,0,1,0,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-12-22 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62025","Flair","","Sleepy","",1,"000131414",1,2001-06-01,1,0,0,0,0,1,,0,2,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2015-11-21 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62026","Throat","","Sleepy","",1,"000131415",1,2010-03-17,1,0,1,0,0,1,,0,1,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2015-11-21 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62027","Peapod","","Sleepy","",1,"000131417",1,2007-01-28,1,0,0,1,0,1,,0,1,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2015-11-21 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62028","Bait","","Sleepy","",1,"000131418",1,2002-10-14,1,0,1,0,0,0,,0,1,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2015-11-21 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62029","Bubble","","Sleepy","",1,"000131419",1,2004-02-02,1,0,0,0,0,1,,0,0,99,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2015-11-21 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62030","Flattery","","Estuary","",1,"000013199",1,1965-07-22,1,0,0,1,0,0,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2017-11-14 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62031","Summer","","Extinguish","",1,"000132987",1,1969-01-26,1,0,0,1,0,0,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-01-11 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62032","Gentle","","Trout","",1,"000133160",1,1960-05-24,1,0,0,0,1,1,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-04-25 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62033","Wiggle","","Bear","",1,"000135275",1,1997-07-14,1,0,0,0,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2016-09-17 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62034","Hawaii","","Toothbrush","",1,"000136418",1,1955-08-21,8,0,1,0,0,0,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-02-02 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62035","Dictionary","","Caution","",1,"000137579",1,1967-11-01,1,0,1,0,1,0,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-10-16 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62036","Telephone","","Swerve","",1,"000138019",1,1986-11-01,1,0,1,0,0,0,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-01-19 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62037","Dumpling","","Cavity","",1,"000013943",1,1969-12-05,1,0,1,0,0,0,,1,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-10-12 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62038","Bookcase","","Crow","",1,"000139445",1,1950-03-15,1,0,0,1,1,1,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-12-29 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62039","Fossil","","South Dakota","",1,"000140039",1,1995-05-14,1,0,0,1,0,0,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2017-12-23 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62040","Artichoke","","Mississippi","",1,"000140278",1,1961-01-04,1,0,1,0,1,1,,1,1,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-05-09 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62041","Azalea","","Game","",1,"000140995",1,1962-12-27,1,0,0,0,0,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-04-18 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62042","Grace","","Dover","",1,"000014195",1,1963-10-18,1,0,0,1,0,0,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-04-06 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62043","Original","","Steep","",1,"000142370",1,1973-01-01,1,1,0,1,0,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-11-20 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62044","Book","","Revolve","",1,"000145484",1,1981-11-20,1,0,0,1,0,1,,0,1,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-07-27 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62045","Butter","","Fireplace","",1,"000146899",1,2000-02-10,1,0,1,0,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-08-08 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62046","Dunk","","Peace","",1,"000147213",1,1959-12-05,1,0,0,1,0,0,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-09-13 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62047","Atlas","","Heat","",1,"000147818",1,1982-04-04,1,0,0,0,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-12-20 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62048","Untuck","","Chili","",1,"000148901",1,1980-06-29,1,0,0,1,0,1,,9,1,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-02-08 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62049","Blossom","","Design","",1,"000149895",1,1980-05-06,1,0,0,1,0,0,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-01-18 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62050","Dental","","Banana","",1,"000152157",1,1996-02-05,1,1,0,0,0,1,,0,0,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2019-02-08 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62051","Spot","","Canvas","",1,"000152483",1,1964-12-06,1,0,0,0,0,1,,0,3,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-02-27 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62052","Perfume","","Prometheus","",1,"000154529",1,1986-03-21,1,0,1,0,0,0,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-09-29 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62053","Locket","","Rhubarb","",1,"000155540",1,1955-11-27,1,0,0,0,0,1,,0,1,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-11-18 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62054","Olympic","","Light","",1,"000156281",1,1976-01-30,1,0,0,1,1,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-06-02 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62055","Columbia","","Washington","",1,"000159662",1,1956-11-09,1,0,0,1,0,0,,0,0,1,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-11-07 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62056","Fight","","Ubiquitous","",1,"000159927",1,1960-04-08,1,0,0,0,0,1,,0,1,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-10-30 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
"62057","Parade","","Daily","",1,"000162405",1,1984-03-21,1,0,0,0,0,1,,1,4,0,,,99,99,99,99,99,99,99,99,99,99,1990-01-01 00:00:00,2018-03-09 00:00:00,"0",,"0DAE814A5BDD45188C55937CED2DC454"
