PersonalID,FirstName,MiddleName,LastName,NameSuffix,NameDataQuality,SSN,SSNDataQuality,DOB,DOBDataQuality,AmIndAKNative,Asian,BlackAfAmerican,NativeHIOtherPacific,White,RaceNone,Ethnicity,Female,Male,GenderOther,Transgender,Questioning,GenderNone,VeteranStatus,YearEnteredService,YearSeparated,WorldWarII,KoreanWar,VietnamWar,DesertStorm,AfghanistanOEF,IraqOIF,IraqOND,OtherTheater,MilitaryBranch,DischargeStatus,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
6809,First33,,Last33,,1,840956035,99,1988-05-26,1,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2016-01-19 14:13:00,2016-01-19 14:12:00,verlene,,77ebf652741208fa9a36c52556058416
7151,First34,,Last34,,1,888888,99,1970-05-14,1,0,0,0,0,0,99,9,0,0,0,0,0,,99,,,,,,,,,,,,,2016-03-21 10:29:00,2016-03-21 10:28:00,andre.ha,,77ebf652741208fa9a36c52556058416
6912,First35,,Last35,,1,888888,99,1963-04-11,1,0,0,0,0,0,99,9,0,0,0,0,0,,99,,,,,,,,,,,,,2016-12-15 14:46:00,2016-12-15 14:45:00,verlene,,77ebf652741208fa9a36c52556058416
6923,First36,,Last36,,1,414443709,1,1953-07-31,1,0,0,0,0,0,99,,0,0,0,0,0,,0,,,,,,,,,,,,,2017-02-13 05:20:00,2017-02-13 05:19:00,charlie,,77ebf652741208fa9a36c52556058416
6930,First37,,Last37,,1,,99,1985-05-14,1,0,0,0,0,0,99,,0,0,0,0,0,,99,,,,,,,,,,,,,2017-03-10 12:05:00,2017-03-10 12:04:00,verlene,,77ebf652741208fa9a36c52556058416
7022,First38,C.,Last38,,1,534051399,1,1967-07-08,1,0,0,1,0,0,,0,0,0,0,0,0,,1,,,,,,,,,,,2,2,2008-03-12 08:16:00,2019-01-08 03:13:00,lincoln.,,77ebf652741208fa9a36c52556058416
7034,First39,L.,Last39,,1,636907525,1,1989-02-11,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2008-03-12 08:24:00,2017-10-29 17:08:00,kenisha,,77ebf652741208fa9a36c52556058416
7035,First40,,Last40,,1,566909212,2,1960-04-09,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2008-03-12 07:12:00,2018-06-29 20:37:00,markus,,77ebf652741208fa9a36c52556058416
7067,First41,,Last41,,1,326731150,1,1979-11-02,1,0,0,1,0,0,,0,0,0,0,0,0,,1,1984,1984,0,0,0,0,0,0,0,0,4,1,2017-03-28 18:31:00,2017-04-24 22:30:00,hipolito,,77ebf652741208fa9a36c52556058416
7076,First42,J.,Last42,,1,421385827,1,1978-09-17,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2014-04-03 14:30:00,2018-05-20 14:39:00,sheldon,,77ebf652741208fa9a36c52556058416
7086,First43,L.,Last43,,1,770862946,1,1994-12-05,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2016-09-16 06:52:00,2017-06-02 19:02:00,je_kub,,77ebf652741208fa9a36c52556058416
7104,First44,,Last44,,,,99,1956-10-05,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 18:25:00,2015-09-10 18:25:00,cordell,,77ebf652741208fa9a36c52556058416
7105,First45,,Last45,,1,888888,1,1980-04-07,1,0,1,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2015-11-06 11:01:00,2015-11-06 11:01:00,verlene,,77ebf652741208fa9a36c52556058416
7106,First46,,Last46,,,,99,1962-10-11,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 21:40:00,2015-09-10 21:39:00,cordell,,77ebf652741208fa9a36c52556058416
7107,First47,,Last47,,,,99,2002-10-27,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 18:26:00,2015-09-10 18:25:00,cordell,,77ebf652741208fa9a36c52556058416
7108,First48,,Last48,,,,99,1952-01-12,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 21:40:00,2015-09-10 21:40:00,cordell,,77ebf652741208fa9a36c52556058416
7109,First49,,Last49,,,,99,1987-08-20,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 21:37:00,2015-09-10 21:37:00,cordell,,77ebf652741208fa9a36c52556058416
7111,First50,,Last50,,,,99,1964-10-05,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 18:20:00,2015-09-10 18:20:00,cordell,,77ebf652741208fa9a36c52556058416
7112,First51,,Last51,,,,99,2011-07-23,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 21:40:00,2015-09-10 21:39:00,cordell,,77ebf652741208fa9a36c52556058416
7115,First52,,Last52,,,,99,2009-08-24,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 21:40:00,2015-09-10 21:39:00,cordell,,77ebf652741208fa9a36c52556058416
7119,First53,,Last53,,,,99,1987-02-18,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 21:40:00,2015-09-10 21:40:00,cordell,,77ebf652741208fa9a36c52556058416
7120,First54,,Last54,,,,99,1991-12-26,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 21:40:00,2015-09-10 21:39:00,cordell,,77ebf652741208fa9a36c52556058416
7121,First55,,Last55,,,,99,1987-08-20,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 18:25:00,2015-09-10 18:24:00,cordell,,77ebf652741208fa9a36c52556058416
7122,First56,,Last56,,,,99,1967-05-29,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 21:37:00,2015-09-10 21:37:00,cordell,,77ebf652741208fa9a36c52556058416
7125,First57,,Last57,,,,99,1967-11-26,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 21:40:00,2015-09-10 21:40:00,cordell,,77ebf652741208fa9a36c52556058416
7126,First58,,Last58,,,,99,2011-03-06,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 18:21:00,2015-09-10 18:21:00,cordell,,77ebf652741208fa9a36c52556058416
7134,First,59,,Last59,,1,888888,99,1952-03-27,1,0,0,0,0,0,99,0,0,0,0,0,,1,99,,,,,,,,,,,,,2016-03-21 09:52:00,2016-03-21 09:51:00,andre.ha,,77ebf652741208fa9a36c52556058416
7136,First60,,Last60,,1,888888,99,1978-07-17,1,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2016-04-11 08:57:00,2016-04-11 08:57:00,verlene,,77ebf652741208fa9a36c52556058416
7137,First61,,Last61,,1,,99,1960-10-23,1,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2016-06-18 05:07:00,2016-06-18 05:07:00,verlene,,77ebf652741208fa9a36c52556058416
7138,First62,,Last62,,1,254441076,1,2002-02-16,1,0,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2014-12-10 20:33:00,2017-01-06 00:01:00,tommye,,77ebf652741208fa9a36c52556058416
7141,First63,,Last63,,1,,99,1978-04-27,1,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2016-04-28 06:01:00,2016-04-28 06:00:00,verlene,,77ebf652741208fa9a36c52556058416
7142,First64,,Last64,,1,,99,1988-06-01,1,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2016-04-28 06:03:00,2016-04-28 06:03:00,verlene,,77ebf652741208fa9a36c52556058416
7143,First65,,Last65,,1,,99,1982-02-16,1,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2016-07-03 07:05:00,2016-07-03 07:04:00,verlene,,77ebf652741208fa9a36c52556058416
7145,First66,,Last66,,1,888888,99,2017-01-16,1,0,0,0,0,0,99,1,0,0,0,0,0,,0,,,,,,,,,,,,,2016-01-19 11:18:00,2016-01-19 11:18:00,verlene,,77ebf652741208fa9a36c52556058416
7146,First67,,Last67,,1,888888,99,1982-08-29,1,0,0,1,0,0,,99,0,0,0,0,0,,99,,,,,,,,,,,,,2016-05-18 10:03:00,2016-08-13 06:15:00,verlene,,77ebf652741208fa9a36c52556058416
7147,First68,,Last68,,1,888888,99,1963-04-10,1,0,0,0,0,1,,0,0,0,0,0,0,,1,,,,,,,,,,,,,2016-01-13 14:38:00,2016-01-13 14:38:00,verlene,,77ebf652741208fa9a36c52556058416
7148,First69,,Last69,,1,888888,99,2007-09-15,1,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2016-05-25 10:05:00,2016-05-25 10:04:00,verlene,,77ebf652741208fa9a36c52556058416
7150,First70,,Last70,,1,78051120,99,1997-04-28,1,0,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2016-07-02 09:26:00,2016-07-02 09:25:00,verlene,,77ebf652741208fa9a36c52556058416
7153,First71,,Last71,,1,,99,1966-04-22,1,0,0,0,0,0,99,99,0,0,0,0,0,,0,,,,,,,,,,,,,2016-09-17 08:55:00,2016-09-17 08:55:00,verlene,,77ebf652741208fa9a36c52556058416
7295,First72,,Last72,,1,888888,99,1970-01-21,1,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2016-10-06 10:23:00,2016-10-06 10:22:00,verlene,,77ebf652741208fa9a36c52556058416
7298,First73,,Last73,,1,888888,99,1987-01-01,1,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2016-10-20 09:26:00,2016-10-20 09:25:00,verlene,,77ebf652741208fa9a36c52556058416
7304,First74,,Last74,,1,558938822,1,2008-07-04,1,0,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2017-03-16 21:22:00,2017-03-16 21:22:00,mattie,,77ebf652741208fa9a36c52556058416
7311,First75,,Last75,,1,,99,2017-01-26,1,0,0,0,0,0,99,99,0,0,0,0,0,,0,,,,,,,,,,,,,2017-01-27 12:53:00,2017-01-27 12:52:00,verlene,,77ebf652741208fa9a36c52556058416
7313,First76,X.,Last76,,1,648597400,1,2017-06-08,1,0,0,0,0,1,,1,0,0,0,0,0,,1,1992,1995,0,0,0,0,0,0,0,0,1,4,2017-01-25 20:37:00,2017-04-24 22:31:00,hipolito,,77ebf652741208fa9a36c52556058416
7317,First77,,Last77,,1,888888,99,1977-11-14,1,0,0,1,0,0,,99,0,0,0,0,0,,0,,,,,,,,,,,,,2017-02-01 11:12:00,2017-02-01 11:12:00,verlene,,77ebf652741208fa9a36c52556058416
7322,First78,,Last78,,1,,99,1978-10-25,1,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2017-03-03 11:23:00,2017-03-03 11:23:00,verlene,,77ebf652741208fa9a36c52556058416
7326,First79,,Last79,,1,135353224,1,2016-03-28,1,0,0,0,0,0,99,99,0,0,0,0,0,,9,,,,,,,,,,,,,2017-03-15 11:54:00,2017-03-15 11:53:00,verlene,,77ebf652741208fa9a36c52556058416
7394,First80,N.,Last80,,1,263036967,1,2017-01-19,1,0,0,1,0,0,,0,0,0,0,0,0,,1,1978,1978,0,0,0,0,0,0,0,0,4,1,2013-11-15 02:48:00,2017-04-04 18:52:00,hipolito,,77ebf652741208fa9a36c52556058416
7408,First81,,Last81,,1,556114521,1,1990-03-26,1,0,0,1,0,0,,0,0,0,0,0,0,,1,1977,1977,0,0,0,0,0,0,0,0,6,1,2016-12-23 19:45:00,2017-03-21 19:37:00,hipolito,,77ebf652741208fa9a36c52556058416
7411,First82,,Last82,,1,650971290,1,1955-04-27,1,0,0,0,0,1,,0,0,0,0,0,0,,1,1978,1981,0,0,0,0,0,0,0,0,4,2,2017-02-17 21:08:00,2017-02-17 23:05:00,hipolito,,77ebf652741208fa9a36c52556058416
7477,First83,M.,Last83,,1,687866455,1,1972-07-20,1,0,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2008-03-12 08:28:00,2018-04-23 22:29:00,donald,,77ebf652741208fa9a36c52556058416
7541,First84,P.,Last84,,1,505844466,1,2001-09-12,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2008-03-12 07:44:00,2018-04-27 07:34:00,kenisha,,77ebf652741208fa9a36c52556058416
7542,First85,N.,Last85,,1,664817335,1,1963-09-24,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2008-03-12 08:25:00,2018-04-19 04:52:00,kenisha,,77ebf652741208fa9a36c52556058416
7563,First86,,Last86,,1,896975222,1,1995-08-03,1,0,0,0,0,1,,1,0,0,0,0,0,,0,,,,,,,,,,,,,2008-03-12 07:12:00,2019-03-10 23:46:00,dustin,,77ebf652741208fa9a36c52556058416
7593,First87,,Last87,,1,329272060,1,1969-04-06,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2008-03-12 08:18:00,2019-01-04 01:59:00,stewart,,77ebf652741208fa9a36c52556058416
7902,First88,,Last88,,1,630415979,1,1989-09-20,1,0,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2008-03-12 07:44:00,2018-11-28 01:02:00,julian,,77ebf652741208fa9a36c52556058416
8108,First89,,Last89,,1,678249202,1,1994-08-13,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2009-06-19 05:29:00,2019-02-13 00:58:00,dustin,,77ebf652741208fa9a36c52556058416
8266,First90,Aaron,Last90,,1,488513761,1,1969-04-21,1,0,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2009-03-03 21:09:00,2019-02-01 04:08:00,tiffaney,,77ebf652741208fa9a36c52556058416
8295,First91,,Last91,,1,537930951,1,1976-11-20,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2010-07-26 07:06:00,2018-04-23 22:30:00,donald,,77ebf652741208fa9a36c52556058416
8334,First92,,Last92,,1,888,8,2015-07-09,2,0,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2011-02-16 07:16:00,2018-11-28 01:01:00,julian,,77ebf652741208fa9a36c52556058416
8346,First93,,Last93,,1,160176678,1,1973-04-04,1,0,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2011-12-02 12:40:00,2017-04-24 06:58:00,tameika,,77ebf652741208fa9a36c52556058416
8440,First94,P.,Last94,,1,491104375,1,1989-06-11,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2013-07-26 17:22:00,2019-01-12 03:14:00,kenisha,,77ebf652741208fa9a36c52556058416
8523,First95,D.,Last95,,1,519383328,1,1982-07-16,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2014-11-01 08:06:00,2018-04-23 22:30:00,donald,,77ebf652741208fa9a36c52556058416
8693,First96,,Last96,,1,,9,1956-06-24,1,0,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2012-06-10 18:47:00,2019-03-22 21:34:00,leonel,,77ebf652741208fa9a36c52556058416
8707,First97,,Last97,,1,750986001,2,2000-08-18,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2014-07-27 17:00:00,2017-03-30 08:54:00,kenisha,,77ebf652741208fa9a36c52556058416
8765,First98,,Last98,,1,350276051,1,1988-11-20,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2015-07-08 06:22:00,2018-12-07 04:54:00,kenisha,,77ebf652741208fa9a36c52556058416
8984,First99,S.,Last99,,1,855139088,1,1956-09-13,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2016-09-16 07:00:00,2018-12-21 04:11:00,julian,,77ebf652741208fa9a36c52556058416
6786,First100,M.,Last100,,1,364548505,1,1997-02-10,1,0,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2012-10-18 09:50:00,2017-02-09 00:17:00,haydee,,77ebf652741208fa9a36c52556058416
6789,First101,,Last101,,,,99,1992-05-24,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 21:40:00,2015-09-10 21:40:00,cordell,,77ebf652741208fa9a36c52556058416
6790,First102,,Last102,,,,99,1962-03-17,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 18:04:00,2015-09-10 18:04:00,cordell,,77ebf652741208fa9a36c52556058416
6791,First103,,Last103,,,,99,2014-07-18,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 18:26:00,2015-09-10 18:25:00,cordell,,77ebf652741208fa9a36c52556058416
6793,First104,,Last104,,1,888888,99,1972-04-29,1,0,0,0,0,0,99,99,0,0,0,0,0,,0,,,,,,,,,,,,,2016-06-20 09:59:00,2016-06-20 09:59:00,verlene,,77ebf652741208fa9a36c52556058416
6804,First105,,Last105,,1,888888,99,1997-12-28,1,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2016-01-27 11:30:00,2016-01-27 11:29:00,verlene,,77ebf652741208fa9a36c52556058416
6805,First106,,Last106,,1,888888,99,1984-02-10,1,0,0,0,0,1,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2016-03-21 09:22:00,2016-03-21 09:22:00,andre.ha,,77ebf652741208fa9a36c52556058416
6807,First107,,Last107,,1,984689342,1,2008-06-25,1,0,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,2016-03-21 09:46:00,2016-03-21 09:45:00,andre.ha,,77ebf652741208fa9a36c52556058416
6808,First108,,Last108,,1,,99,1963-11-22,1,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2016-04-30 10:44:00,2016-04-30 10:44:00,verlene,,77ebf652741208fa9a36c52556058416
6925,First109,,Last109,,1,888888,99,1970-11-22,1,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2017-03-06 10:35:00,2017-03-06 10:35:00,verlene,,77ebf652741208fa9a36c52556058416
7124,First110,,Last110,,,,99,2010-12-25,99,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2015-09-10 21:40:00,2015-09-10 21:39:00,cordell,,77ebf652741208fa9a36c52556058416
7127,First111,,Last111,,1,939868588,1,2015-10-15,1,0,0,0,0,1,,0,0,0,0,0,0,,99,,,,,,,,,,,,,2015-11-04 12:23:00,2015-11-04 12:23:00,verlene,,77ebf652741208fa9a36c52556058416
7140,First112,,Last112,,1,888888,99,1983-04-10,1,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2016-07-05 11:30:00,2016-07-05 11:30:00,verlene,,77ebf652741208fa9a36c52556058416
7144,First113,,Last113,,1,888888,99,1995-01-28,1,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2016-06-02 11:25:00,2016-06-02 11:24:00,verlene,,77ebf652741208fa9a36c52556058416
7149,First114,,Last114,,1,888888,99,2006-12-11,1,0,0,0,0,0,99,1,0,0,0,0,0,,0,,,,,,,,,,,,,2016-03-28 12:24:00,2016-03-28 12:23:00,andre.ha,,77ebf652741208fa9a36c52556058416
7302,First115,,Last115,,1,888888,99,2012-02-24,1,0,0,0,0,0,99,99,0,0,0,0,0,,99,,,,,,,,,,,,,2016-10-28 09:52:00,2016-10-28 09:52:00,verlene,,77ebf652741208fa9a36c52556058416
