PersonalID,FirstName,MiddleName,LastName,NameSuffix,NameDataQuality,SSN,SSNDataQuality,DOB,DOBDataQuality,AmIndAKNative,Asian,BlackAfAmerican,HispanicLatinaeo,MidEastNAfrican,NativeHIPacific,White,RaceNone,AdditionalRaceEthnicity,Woman,Man,NonBinary,CulturallySpecific,Transgender,Questioning,DifferentIdentity,GenderNone,DifferentIdentityText,VeteranStatus,YearEnteredService,YearSeparated,WorldWarII,KoreanWar,VietnamWar,DesertStorm,AfghanistanOEF,IraqOIF,IraqOND,OtherTheater,MilitaryBranch,DischargeStatus,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
684702,Weigh,,Dominant,,1,590288600,1,1973-05-21,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2021-06-28 13:18:32,2021-06-28 13:18:32,28,,1036
685174,Snapdragon,Sated,Interlacery,,1,818372875,1,1981-07-15,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2021-07-07 13:11:23,2021-07-07 13:11:23,28,,1036
685674,Kidney,,Inhalant,,1,378524111,1,1979-01-08,1,0,0,1,0,0,0,0,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2021-07-16 11:55:06,2021-07-16 11:56:49,28,,1036
685749,Peripeteia,,Stickpin,,1,696039956,1,1985-03-10,1,1,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2021-07-19 09:46:11,2022-06-24 10:04:02,30,,1036
685846,Worthy,,Snarl,,1,289309350,1,1985-01-19,1,1,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2021-07-20 12:25:03,2021-07-20 12:25:03,28,,1036
686916,Establishment,,Draftsmanship,,99,673163243,1,1982-03-29,1,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2021-08-10 12:23:50,2021-08-10 12:23:50,28,,1036
687407,Gymnosperm,Lower,Cordon,,1,271908392,1,1977-05-03,1,0,0,0,0,0,0,0,9,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2021-08-20 11:40:17,2022-07-15 14:19:42,28,,1036
688600,Debilitated,Exanimate,Top,,1,312489273,1,1981-12-03,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2021-09-11 10:09:21,2022-05-26 09:48:37,30,,1036
694520,Furbish,Bend,Moleskin,,1,840043790,1,1988-06-13,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-01-07 08:53:00,2022-01-07 08:53:00,27,,1036
694531,Leader,Beet,Belie,,1,105144599,1,1970-03-25,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-01-07 09:55:03,2022-01-07 09:55:03,27,,1036
694981,Adjunct,,Roof,,1,430269458,1,2018-03-18,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-01-16 12:24:24,2022-01-16 12:24:24,27,,1036
694982,Crocus,,Pin,,1,293343636,1,1987-08-25,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-01-16 12:29:41,2022-01-16 12:29:41,27,,1036
694988,Species,,Anagnorisis,,1,870523166,1,1987-10-13,1,0,0,1,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-01-16 14:07:20,2022-01-16 14:07:38,27,,1036
694989,Tarragon,,Foulard,,1,606382741,1,1974-02-18,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,2022-01-16 14:14:54,2022-01-24 17:54:50,27,,1036
695382,Suede,,Inanimate,,1,636489308,1,1978-01-09,1,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-01-24 17:29:41,2022-01-24 17:29:41,27,,1036
695384,Limn,,Fiesta,,1,747012575,1,1995-10-18,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-01-24 17:59:33,2022-02-08 14:38:48,27,,1036
695557,Seedling,,Topaz,,1,454661822,1,1980-04-21,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-01-27 08:21:08,2022-01-27 08:21:08,24,,1036
695574,Patter,,Scenarize,,1,840427974,1,1979-08-30,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-01-27 11:31:46,2022-01-27 11:31:46,27,,1036
695756,Posing,,Burgundy,,1,806502482,1,1985-06-04,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-01-31 19:12:39,2022-01-31 19:12:39,27,,1036
695757,Herby,,Glower,,1,703659851,1,1970-05-16,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-01-31 19:23:49,2022-01-31 19:23:49,27,,1036
695870,Gonfalon,,Speciousness,,1,593738157,1,1984-01-28,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-02 14:22:45,2022-02-02 14:22:45,30,,1036
695875,Casa,,Twill,,1,698857051,1,1985-10-04,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-02 15:37:44,2022-02-02 15:37:44,27,,1036
695948,Prince,,Grape,,1,529855554,1,1994-05-21,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-03 15:48:03,2022-02-03 15:48:03,30,,1036
695951,Immortal,,Popcorn,,1,777246155,1,1963-12-14,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-03 16:06:53,2022-02-03 16:19:24,27,,1036
696110,Jaded,,Casing,,1,521094405,1,1999-10-14,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-08 09:33:40,2022-02-08 09:33:40,27,,1036
696141,Polaris,,Bracelet,,1,970454707,8,2017-01-26,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-08 14:40:34,2022-07-10 07:59:37,27,,1036
696142,Episode,,Officinal,,1,970454707,8,2018-12-04,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-08 14:41:03,2022-07-10 08:00:27,27,,1036
696143,Astrakhan,Gules,Crepe,,1,421986203,1,2019-02-16,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-08 14:41:29,2022-02-14 09:30:04,27,,1036
696147,Locket,Taffety,Liana,,1,970454707,8,2006-06-06,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-08 15:13:40,2022-07-10 08:03:20,27,,1036
696151,Humbuggery,Quietist,Fail,,1,870484804,1,1994-03-19,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-08 16:36:07,2022-02-08 16:36:07,30,,1036
696384,Four-Flushing,,Simples,,1,123903437,1,1985-09-12,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-14 09:33:39,2022-02-14 09:33:39,27,,1036
696385,Roof,Partridge,Mallow,,1,709219173,1,1991-05-02,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-14 09:42:52,2022-02-14 09:42:52,27,,1036
696593,Sleepy,,Polycotyl,,1,757799228,1,1959-10-16,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-18 09:34:31,2022-02-18 09:34:31,27,,1036
696697,Chervil,Attitudinizing,Coronet,,1,440822924,1,1987-10-07,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-22 09:44:29,2022-02-22 09:44:29,27,,1036
696708,Hebetudinous,,Amphibian,,1,366226721,1,1989-07-10,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-22 10:45:25,2022-02-22 10:45:25,27,,1036
696711,Radium,,Kin,,1,889158449,1,1982-05-31,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-22 11:29:58,2022-02-22 11:29:58,30,,1036
696763,Azo-Orange,,Ponceau,,1,363824228,1,1972-10-25,1,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-23 10:10:18,2022-02-23 10:17:19,30,,1036
696920,Braiding,Crackerjack,Garter,,1,606382741,1,1975-09-28,1,0,0,1,0,0,0,0,,,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,2022-02-26 12:32:11,2022-02-26 12:32:11,16,,1036
696926,Interthreading,,Kale,,1,970454707,8,1966-09-17,1,1,0,0,0,0,0,0,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-27 08:04:59,2022-07-10 08:01:41,27,,1036
696927,Gist,,Subplot,,1,970454707,8,1965-01-13,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-02-27 08:05:25,2022-07-10 07:58:39,27,,1036
697091,Bedizen,,Satin,,1,787588172,1,1991-04-10,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-03-02 13:38:09,2022-03-02 13:38:09,27,,1036
697341,Overdraw,,Canicula,,1,134150392,1,1965-03-31,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-03-08 11:51:22,2022-03-08 11:51:22,27,,1036
697513,Loden,,Lady,,1,583301747,1,1994-12-10,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-03-11 09:20:55,2022-03-11 09:20:55,27,,1036
697554,Roccellin,,Hemp,,1,661810996,1,1983-01-03,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-03-13 10:14:38,2022-03-13 10:14:38,29,,1036
697568,Oriflamme,Story,Tissue,,1,614216622,1,1970-07-08,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-03-14 09:42:34,2022-03-14 09:42:34,28,,1036
697598,Plan,,Clan,,1,272521774,1,1980-05-02,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-03-14 13:58:23,2022-03-14 14:06:43,27,,1036
697753,Annatto,Velours,Elixir,,1,505478462,1,1987-11-07,1,0,0,1,0,0,1,0,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-03-17 12:45:15,2022-03-17 12:45:15,27,,1036
697765,Hyssop,Skyscraper,Feverroot,,1,970454707,8,2021-09-29,1,0,0,1,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-03-17 13:31:59,2022-07-10 08:02:46,27,,1036
697857,Textile,,Lisle,,1,302173516,1,1988-04-21,1,0,0,1,0,0,0,0,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-03-21 09:23:23,2022-03-21 09:23:23,27,,1036
698097,Pencil,Pepper,Mackinaw,,1,769118404,1,1969-03-10,1,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-03-24 13:53:52,2022-03-24 13:53:52,27,,1036
698098,Pervade,Prettify,Tiara,,1,785739248,1,1990-04-13,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-03-24 13:57:52,2022-03-24 13:57:52,27,,1036
698300,Superstructure,,Velure,,1,454661822,1,1979-08-11,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-03-29 14:47:47,2022-03-29 14:47:47,27,,1036
698310,Succeed,,Motif,,1,695306000,1,1962-09-29,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-03-29 15:21:00,2022-03-29 15:21:00,27,,1036
698368,Substance,Persuade,Weary,,1,829726331,1,1969-06-28,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-03-30 10:44:33,2022-03-30 10:44:33,27,,1036
698521,Edit,,Casement,,1,294899745,1,1991-04-01,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-04-01 13:25:55,2022-04-01 13:25:55,30,,1036
698837,Superstar,Carpeting,Cover-Up,,1,254493284,1,2003-11-08,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-04-07 14:19:36,2022-04-07 14:19:36,27,,1036
698838,Pretension,,Erythema,,1,760040298,1,1950-01-13,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-04-07 14:39:44,2022-04-07 14:39:44,27,,1036
699042,Growl,,Tomato,,1,394364993,1,1996-02-11,1,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-04-12 10:38:03,2022-04-12 10:38:03,27,,1036
699907,Ponceau,Gumbo,Infrared,,1,736781277,1,1980-08-29,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-04-29 10:24:44,2022-04-29 10:24:44,27,,1036
699912,Stellar,Navy,Fir,,1,864585027,1,1983-01-23,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-04-29 11:17:15,2022-04-29 11:17:15,30,,1036
699915,Herbose,Painterliness,Ivy,,1,149382784,1,1990-02-12,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-04-29 11:27:16,2022-04-29 11:27:16,27,,1036
699923,Tansy,Cretonne,Sleepy,,1,749867382,1,1983-11-16,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-04-29 13:52:47,2022-04-29 13:52:47,27,,1036
699996,Texture,Darken,Celery,,1,225170972,1,1970-09-18,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-05-02 12:58:32,2022-05-02 12:58:32,27,,1036
700003,Denim,,Amber,,1,850334020,1,2000-03-02,1,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-05-02 13:22:27,2022-05-02 13:22:27,27,,1036
700356,Wrench,Yam,Sun,,1,413757672,1,1979-12-26,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-05-09 13:07:24,2022-05-09 13:07:24,27,,1036
700361,Coriander,Sleepy,Bluffing,,1,517933098,1,1998-07-03,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-05-09 13:48:52,2022-05-09 13:48:52,30,,1036
700637,Masquerade,T,Variety,,1,544063722,1,1993-02-03,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-05-13 13:02:48,2022-05-13 13:02:48,30,,1036
700676,Lifeless,Put-Off,Brushwork,,1,675837727,1,1976-08-29,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-05-16 09:14:36,2022-05-16 09:14:36,27,,1036
700683,Banner,Stain,Melodramatize,,1,877889263,1,1982-08-13,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-05-16 09:34:28,2022-05-16 09:34:28,30,,1036
700706,Huckaback,,Register,,1,864742399,1,1978-01-03,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-05-16 12:54:28,2022-05-16 12:54:28,27,,1036
700717,Wreathe,Near-Silk,Klangfarbe,,1,193926388,1,2002-10-11,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-05-16 13:13:20,2022-05-16 13:13:20,30,,1036
701021,Diminish,V,Paisley,,1,318931538,1,1993-09-03,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-05-23 10:38:36,2022-05-23 10:38:36,27,,1036
701085,Smear,,Recognition,,1,718563752,1,1995-12-10,1,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-05-24 08:24:50,2022-05-24 08:24:50,27,,1036
701114,Olivesheen,,Device,,1,970454707,8,1993-11-07,1,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-05-24 12:59:35,2022-05-24 12:59:35,27,,1036
701268,Corduroy,Reddishness,Brilliance,,1,360373849,1,1980-09-10,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-05-27 08:46:29,2022-05-27 08:46:29,30,,1036
701269,Important,Candle,Ponceau,,1,197414277,1,1987-10-22,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-05-27 08:51:03,2022-05-27 08:51:03,30,,1036
702280,Wizard,,Languid,,1,447533307,1,2002-10-05,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-06-15 17:39:39,2022-07-15 14:56:11,27,,1036
702287,Stooge,,Embassy,,1,218591769,1,1977-06-06,1,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-06-15 21:55:05,2022-06-15 21:55:05,30,,1036
702294,Basil,,Tiara,,1,553384109,1,1976-09-03,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-06-16 06:44:21,2022-06-16 06:44:21,30,,1036
702298,Mackinaw,,Ruler,,1,756670771,1,1994-06-16,1,0,0,1,0,0,0,0,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-06-16 08:54:57,2022-06-16 08:54:57,30,,1036
702333,Setup,Silk,Droopy,,1,884480183,1,1990-03-05,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-06-16 12:44:44,2022-06-16 12:44:44,27,,1036
702349,Victor,,Percale,,1,432841635,1,1997-08-27,1,1,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-06-16 15:07:39,2022-06-16 15:07:39,30,,1036
702645,Georgette,Toadstool,Monsignor,,1,880426989,1,1993-06-05,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-06-22 09:44:46,2022-06-22 09:44:46,27,,1036
702663,Grenadine,Buff,Torpid,,1,899439541,1,1990-09-27,1,0,0,1,0,0,0,0,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-06-22 11:04:28,2022-06-22 11:04:28,30,,1036
702858,Tick,,Beet,,1,148577682,1,1970-02-28,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-06-24 18:01:52,2022-06-24 18:01:52,27,,1036
703370,Myrtle,,Farinaceous,,1,639098378,1,2003-01-09,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-07-04 17:52:30,2022-07-04 18:49:00,30,,1036
703941,Scumble,,Dominant,,1,381843270,1,1998-08-20,1,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-07-13 08:56:09,2022-07-13 08:56:09,27,,1036
704126,Bearing,Pretext,Marvel,,1,279265169,1,2005-02-24,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-07-15 10:47:29,2022-07-15 10:47:29,27,,1036
704173,Rust,Distinguished,Headmost,,1,786025705,1,1982-09-05,1,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-07-15 15:46:43,2022-07-15 15:46:43,27,,1036
704730,Whiten,,Hesperus,,1,236209665,1,2021-08-12,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,99,,,,,,,,,,,,,2022-07-26 12:34:35,2022-07-26 12:37:20,27,,1036
704739,Floridness,Rugging,Burgundy,,1,391125286,1,1964-09-11,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-07-26 13:36:45,2022-07-26 13:36:45,27,,1036
704863,Stellar,Garlic,Chain,,1,261955683,1,1980-09-20,1,0,0,0,0,0,0,1,,,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-07-28 09:24:06,2022-07-28 09:24:06,27,,1036
704931,Realgar,Grenadine,Horseradish,,1,874626666,99,2000-04-18,1,0,0,0,0,0,0,1,,,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,2022-07-28 14:49:48,2022-07-28 14:49:48,27,,1036
