"EnrollmentID","PersonalID","ProjectID","EntryDate","HouseholdID","RelationshipToHoH","LivingSituation","LengthOfStay","LOSUnderThreshold","PreviousStreetESSH","DateToStreetESSH","TimesHomelessPastThreeYears","MonthsHomelessPastThreeYears","DisablingCondition","DateOfEngagement","MoveInDate","DateOFPATHStatus","ClientEnrolledInPATH","ReasonNotEnrolled","WorstHousingSituation","PercentAMI","LastPermanentStreet","LastPermanentCity","LastPermanentState","LastPermanentZIP","AddressDataQuality","ReferralSource","CountOutreachReferralApproaches","DateOfBCPStatus","EligibleForRHY","ReasonNoServices","RunawayYouth","SexualOrientation","SexualOrientationOther","FormerWardChildWelfare","ChildWelfareYears","ChildWelfareMonths","FormerWardJuvenileJustice","JuvenileJusticeYears","JuvenileJusticeMonths","UnemploymentFam","MentalHealthDisorderFam","PhysicalDisabilityFam","AlcoholDrugUseDisorderFam","InsufficientIncome","IncarceratedParent","VAMCStation","TargetScreenReqd","TimeToHousingLoss","AnnualPercentAMI","LiteralHomelessHistory","ClientLeaseholder","HOHLeaseholder","SubsidyAtRisk","EvictionHistory","CriminalRecord","IncarceratedAdult","PrisonDischarge","SexOffender","DisabledHoH","CurrentPregnant","SingleParent","DependentUnder6","HH5Plus","CoCPrioritized","HPScreeningScore","ThresholdScore","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"181399_26092","76785","808",2020-05-01,"181399",2,28,11,1,1,2020-03-01,2,111,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"889",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181400","76786","808",2020-05-01,"181400",1,19,10,1,1,2020-04-15,3,112,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"889",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181401","76787","808",2020-05-01,"181401",1,3,10,1,1,2020-03-22,2,113,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"889",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181402","76788","808",2020-05-01,"181402",1,31,10,1,1,2020-02-27,3,8,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"889",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181403","76789","808",2020-05-01,"181403",1,33,11,1,1,2020-01-29,3,9,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"889",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181396_26093","76790","808",2021-02-21,"181396",4,7,2,1,1,2019-08-14,3,103,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"891",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181404","76791","808",2020-05-01,"181404",1,20,4,0,99,2020-05-01,,,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181404_26094","76792","808",2021-05-01,"181404",2,21,5,0,99,2021-05-01,,,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181405","76793","808",2020-05-01,"181405",1,11,8,0,99,2020-05-01,,,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181405_26095","76794","808",2020-05-01,"181405",3,8,9,0,99,2020-05-01,,,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181406","76795","808",2020-05-01,"181406",1,15,3,1,1,2018-09-13,4,113,0,,2021-08-01,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"891",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181405_26096","76796","808",2020-05-01,"181405",2,9,99,0,99,2020-05-01,,,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181407","76797","808",2020-05-01,"181407",1,99,10,1,0,2020-05-01,,,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181408","76798","808",2020-05-01,"181408",1,99,11,1,0,2020-05-01,,,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181409","76799","808",2020-05-01,"181409",1,6,5,0,99,2020-05-01,,,1,,2020-05-01,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"891",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181410","76800","808",2020-05-01,"181410",1,99,2,0,99,2020-05-01,,,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181411","76801","808",2020-05-01,"181411",1,25,8,0,99,2020-05-01,,,0,,2020-08-01,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"891",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181412","76802","808",2020-05-01,"181412",1,99,3,0,99,2020-05-01,,,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181413","76803","808",2020-05-01,"181413",1,99,4,0,99,2020-05-01,,,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181414","76804","808",2020-05-01,"181414",1,99,5,0,99,2020-05-01,,,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181415","76805","808",2020-05-01,"181415",1,4,11,1,1,1999-05-07,9,113,0,,2020-05-01,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"891",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181416","76806","808",2020-05-01,"181416",1,99,8,0,99,2020-05-01,,,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181417","76807","808",2020-05-01,"181417",1,99,99,0,99,2020-05-01,,,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"887",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181418","76808","808",2020-05-01,"181418",1,99,99,0,99,2020-05-01,,,0,,,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-24 00:00:00,2021-08-24 00:00:00,"891",,"E58D586BD82E4E5C9E08938F3EECDE91"
"181663","76809","808",2020-05-01,"181663",1,16,5,99,99,2019-08-14,4,113,1,,2020-07-01,,99,,99,,"","","","",99,99,,,,,,99,"",99,,,99,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,2021-08-25 00:00:00,2021-08-25 00:00:00,"891",,"E58D586BD82E4E5C9E08938F3EECDE91"
